Code,Age,Household Number,Household with Children Number,Household with Children Ratio
93710,28.7,33812,3114,0.09209748
85254,44.6,47699,7666,0.160716158
60601,34,15247,764,0.050108218
95928,31.8,38146,3863,0.101268809
77030,34.9,11351,1778,0.156638182
61108,41.7,28512,2974,0.104306958
75060,32.7,48284,7754,0.1605915
22042,37.8,35557,4692,0.131957139
28025,39.6,55018,7835,0.142407939
32257,39.7,39425,5518,0.139961953
60605,34,29376,1733,0.058993736
60056,40.8,55118,10111,0.183442795
71270,28.6,31667,2911,0.091925348
75212,30.1,27011,2327,0.086150087
71111,35.2,44454,6085,0.13688307
53094,39.6,19511,2800,0.14350879
27360,41.8,46475,6144,0.132200108
27560,33.9,36190,7500,0.207239569
90755,38.3,11670,943,0.080805484
92612,30.3,33596,2714,0.080783427
29720,41.8,48145,4905,0.101879738
23227,44.7,26213,1899,0.07244497
33178,36.1,52775,10331,0.195755566
46203,35.2,39001,3167,0.081203046
76086,35.1,23957,3400,0.141920942
33135,44.9,39344,2948,0.074928833
33020,40.3,45639,3462,0.075856176
30701,36.5,41420,5873,0.141791405
91502,36.9,10824,856,0.079083518
78501,35.6,63753,8146,0.127774379
75234,36.9,37565,5462,0.145401304
75482,40,25256,3506,0.138818499
75231,31.4,40811,5993,0.146847664
85086,44.9,42639,7406,0.173690753
75602,32.8,21891,3009,0.137453748
53590,37.7,40857,7916,0.193748929
98032,32.6,39500,5160,0.130632911
84601,25.2,34579,7768,0.224645016
33781,42.2,25127,2919,0.116169857
27713,36.9,54940,6425,0.116945759
85901,46.7,18293,2367,0.129393757
87114,36,69539,11275,0.162139231
78572,34.9,81480,13975,0.171514482
60636,41.7,30351,1269,0.041810813
24592,44.8,13487,1544,0.114480611
32771,37.5,56879,8022,0.141036235
2601,41.1,15848,1357,0.085625946
91411,35.6,26395,3730,0.141314643
23112,38.6,53747,9411,0.175098145
20176,38.2,53438,11730,0.219506718
47112,41.3,16773,2293,0.136707804
46038,35.1,43854,8642,0.197062982
46394,40.5,12453,1233,0.099012286
56082,33.8,14632,1714,0.117140514
46706,41,18975,2784,0.146719368
91745,43.4,55804,6901,0.12366497
92806,34.8,39872,4846,0.121538925
91214,44.5,31122,5849,0.187937793
92407,29.3,69292,10145,0.146409398
77077,35,60237,8936,0.148347361
48640,40.7,32553,4647,0.14275182
37415,39.9,24290,2475,0.101893783
84067,31.5,39742,8075,0.203185547
48393,36.3,17240,2710,0.157192575
44089,50.2,15842,2101,0.132622144
56537,44.1,19043,2523,0.132489629
64504,36.9,11327,1521,0.134280922
45036,37.3,39181,5474,0.139710574
33461,36.2,48255,5101,0.105709253
62226,42.2,29229,2986,0.102158815
55118,42.7,28626,3269,0.114196884
56201,35.9,23819,2989,0.125488056
75034,37.2,109708,25184,0.229554818
73069,31.7,25423,2703,0.106321048
7107,33.2,38095,3580,0.093975587
94587,38.8,75537,10097,0.133669592
92154,35.6,89949,10628,0.118155844
93210,32.6,18536,1969,0.106225723
44070,44.7,32090,4739,0.147678404
92563,32.4,70226,14773,0.210363683
96819,39.9,53558,4690,0.087568617
92110,33.3,30436,3242,0.106518596
50401,43.7,29272,3418,0.116766876
30143,48.4,23459,2499,0.10652628
33309,39.4,41289,4204,0.101818886
33771,51.1,30696,2710,0.088285119
23451,38.7,43701,5157,0.118006453
58103,33.5,48855,4948,0.101279296
68144,40.7,23562,3840,0.162974281
80537,41.6,44058,5740,0.130282809
90003,28.6,74534,8155,0.109413154
95823,31.7,80306,10848,0.135083306
72076,36.5,39254,4388,0.111784786
72227,39.6,12296,1743,0.141753416
72143,33.5,36641,5385,0.146966513
85225,34.4,71123,9126,0.128312923
47591,38,25646,2605,0.101575294
47905,36.1,42085,5837,0.138695497
77590,35.9,31948,3573,0.111837987
85326,33.1,64007,11089,0.173246676
24078,43.4,7609,1017,0.133657511
53154,40.3,36459,5553,0.152308072
90249,41.6,26717,3389,0.126848074
92882,35.5,74048,11953,0.161422321
34203,47.9,39396,4058,0.103005381
13214,36,8531,985,0.115461259
14120,46.4,44600,5704,0.127892377
31701,39.5,18902,1158,0.061263358
11801,44.3,40727,5115,0.125592359
8901,23.2,58199,4804,0.082544374
44320,45.2,18756,1286,0.068564726
85043,27.9,39126,7397,0.189055871
19082,33.1,42196,5067,0.120082472
85331,49.3,31062,5088,0.163801429
85027,36.8,38286,4800,0.125372199
44820,43.2,17563,1899,0.108125036
45255,42.4,22211,4008,0.180451128
80002,35.7,19082,2305,0.120794466
64014,36.4,25768,4512,0.1751009
11772,40.3,46492,6129,0.131829132
76067,37.9,20530,2483,0.120944959
46580,37.1,22253,3460,0.155484654
30344,35.2,33046,1954,0.059129698
90804,32.3,39667,3873,0.097637835
90057,33.9,50699,4720,0.093098483
90011,29,112377,12600,0.112122587
34974,51.1,24213,2078,0.085821666
11720,38.1,28764,4199,0.145981087
14301,36.4,12842,1087,0.084644136
74401,39.7,16123,1362,0.084475594
94558,42.6,69060,10018,0.145062265
45365,39.3,30343,3974,0.130969252
94066,39.7,43571,5702,0.130866861
46112,37.8,38231,7964,0.208312626
30012,35.3,28902,3430,0.118676908
84401,32.2,40689,6410,0.157536435
37738,50.1,5479,368,0.067165541
66223,34.7,26194,5145,0.196419027
80909,35.5,38800,4288,0.110515464
94501,40.7,64517,8831,0.136878652
60008,38.2,21899,3105,0.141787296
61615,38.3,23472,3539,0.150775392
93311,35.4,45977,9766,0.212410553
92663,42.8,22190,2038,0.091843173
94706,37,21449,4134,0.192736258
98502,39.1,35399,3966,0.112037063
26554,40.5,42156,4663,0.110612961
20688,72.3,1768,52,0.029411765
49546,40.1,34483,5408,0.156830902
29223,36.5,51610,5043,0.097713621
70121,46.9,11591,718,0.061944612
43338,44.3,10046,1286,0.128011149
19709,39.9,42943,7685,0.178958154
78216,34,44029,4928,0.11192623
30122,34.3,26298,3390,0.128907141
19711,35.6,53120,5523,0.103972139
95492,41.2,29590,4669,0.157789794
66762,29.9,24919,3032,0.121674224
47129,41.2,19898,2018,0.101417228
87532,39.9,18844,1853,0.098333687
91711,40.7,37178,4769,0.128274786
60516,44.2,29526,4937,0.167208562
94520,35.2,39175,5037,0.128576899
87105,40,58752,5773,0.098260485
13905,37.4,26172,1846,0.070533394
89701,40.1,27489,3372,0.122667249
33702,42.6,32368,3129,0.09666955
94544,34.7,80616,10552,0.130892131
80003,37.4,36877,4531,0.122867912
68516,38.7,46084,9244,0.200590227
2131,38.9,34794,3764,0.108179571
1752,40.2,40169,5821,0.144912744
43130,40.8,62236,7856,0.126229192
2148,35,61649,7652,0.124122046
75287,33.2,56280,5036,0.089481166
38024,41,27703,3142,0.113417319
38122,33.3,24685,3691,0.149524002
54660,40.9,16060,2341,0.145765878
71449,44,8961,1214,0.135475951
70503,36,31521,4458,0.141429523
70360,37.6,29214,4730,0.161908674
33137,35.9,23205,1479,0.063736264
90260,36.3,35206,5008,0.14224848
27408,42.3,18522,2604,0.140589569
49286,42.8,14798,2419,0.163468036
38116,35,41221,2504,0.060745736
30127,39.7,71064,11190,0.157463695
17331,42.8,52459,7212,0.137478793
74820,35.2,31683,3862,0.121895023
19341,41,17763,3096,0.174294883
98002,37.7,33833,4678,0.138267372
11590,40.5,47760,5507,0.115305695
19107,31.1,14684,697,0.04746663
19064,43.2,24933,4781,0.1917539
53038,38.6,4326,863,0.199491447
28311,32.8,35719,4667,0.130658753
27542,40.8,9389,1367,0.14559591
73072,31.6,47999,6367,0.132648597
46168,39,35804,5479,0.153027595
49401,21.4,25171,3268,0.129831949
77081,29.3,53609,8107,0.151224608
87112,42,42716,4304,0.100758498
32505,40,26641,2102,0.078900942
78045,31.8,67412,14678,0.217735715
48603,42.8,26913,3347,0.12436369
49548,33.4,33979,3536,0.104064275
78504,32.4,58036,11208,0.193121511
48092,42,27232,3710,0.13623678
48601,38,35172,2096,0.059592858
48183,45.1,42708,5444,0.127470263
94109,37,57927,2490,0.042985136
30043,36.5,92374,14977,0.162134367
8060,39.2,24618,3182,0.129255017
96817,45.2,56756,4328,0.076256255
45505,37.8,19903,1319,0.066271416
44685,43.5,28245,4793,0.169693751
90278,40.1,40691,7772,0.191000467
45103,39.1,32719,4337,0.132552951
30047,38.5,66656,10872,0.163106097
43420,42.2,30035,3584,0.119327451
85297,31.2,34237,9413,0.274936472
83221,33.6,27243,5280,0.193811254
83854,35.5,43108,6990,0.162150877
92801,32.5,67320,9635,0.1431224
46953,35.6,23587,1228,0.052062577
46131,39,33577,4896,0.145814099
3106,39.8,14428,2088,0.144718603
70805,30.4,27476,1666,0.060634736
85250,48,17880,1778,0.099440716
57201,39.6,25626,3922,0.153047686
90746,43.4,27370,2372,0.086664231
68701,37.2,30712,4828,0.157202396
98103,34.2,53742,5845,0.108760374
32708,43.8,45817,5944,0.129733505
29841,39.9,32977,4277,0.129696455
30904,35.3,25449,1708,0.067114621
55434,38,31488,4999,0.158758892
97914,36.7,19611,2211,0.112742848
30540,46.3,19848,2166,0.109129383
61354,46.8,10645,1255,0.117895726
55337,37.1,45414,6102,0.134363853
60073,33.6,62263,12071,0.193871159
30188,39.8,65543,12094,0.184520086
27292,42.8,39789,4322,0.108622986
31322,36.3,26410,3731,0.141272245
30341,32.7,32956,6036,0.183153295
78801,32.5,22763,2311,0.101524404
2138,29.7,38923,3248,0.083446805
19104,23.1,54144,2105,0.038877807
94510,46.6,28659,3591,0.125300953
68137,36.6,25984,4049,0.155826663
33155,44.1,47125,4669,0.099076923
92821,40.2,38123,5546,0.145476484
80012,33.8,53161,6378,0.11997517
11216,34.2,58416,4467,0.076468776
46176,39.6,28039,4105,0.146403224
79924,33.2,60298,7136,0.11834555
58401,41.2,17340,2205,0.12716263
10462,37,76539,7472,0.097623434
10458,29.2,86553,6707,0.077490093
11226,34.9,100643,9382,0.093220592
93313,30.1,55823,11286,0.202174731
85296,34.3,45050,10516,0.233429523
92345,32.3,83005,12139,0.146244202
60506,35.1,56147,9304,0.165707874
19143,33.2,65334,3241,0.049606637
60013,40.9,26742,4203,0.157168499
61462,37.7,11559,1253,0.108400381
90250,33.9,98130,13854,0.141180067
60402,35.7,63646,8892,0.139710272
21222,39.1,55814,5886,0.105457412
6033,45.9,29011,5168,0.178139326
57703,35.3,17255,2554,0.148015068
30014,36,38455,5004,0.130126121
94014,39.9,49706,4693,0.094415161
53115,41.4,16172,2471,0.152794954
97504,42.5,48469,6843,0.141183024
46526,37.5,33478,5459,0.16306231
56308,42.4,25510,3912,0.153351627
84041,29.3,52921,13196,0.249352809
93955,33.1,34943,5188,0.148470366
74501,39,28049,3628,0.129345075
95691,35.3,39112,7048,0.18020045
95608,42.1,63221,8223,0.130067541
2780,39.7,50988,4976,0.09759159
91710,38.2,92774,11727,0.126403949
92260,53.2,35038,3194,0.091158171
24210,47.2,16515,1393,0.084347563
61611,44.5,24568,3075,0.125162813
43725,40.7,20469,2155,0.105281157
29501,39.5,46633,5651,0.12118028
48423,40.9,32206,4704,0.14605974
72022,37.8,16993,2640,0.155358089
97217,37.7,35087,3186,0.090802861
55902,39.5,25339,4626,0.182564426
41056,41,14346,1744,0.121566987
30542,40.8,37590,5747,0.152886406
97306,38.5,32769,4870,0.14861607
61348,42.3,4569,631,0.138104618
43219,30.3,31416,3348,0.106569901
98901,30.5,32710,4889,0.149464995
15017,45,16107,2264,0.140560005
95531,38.6,23995,2937,0.1224005
95380,32.3,43333,6330,0.146078047
97501,36.7,46494,5756,0.123800921
31313,29.9,40908,5395,0.131881295
21090,42.5,10099,1395,0.138132488
21620,44.5,12990,1047,0.080600462
97128,39.3,38407,5560,0.144765277
40165,42.7,36834,4203,0.114106532
21045,37.6,40805,6138,0.150422742
43235,36.7,43828,6827,0.155768002
12205,41.6,27234,3566,0.130939267
91204,38,18927,2232,0.117926771
92508,34.6,38847,7591,0.195407625
60031,40.6,37954,6479,0.170706645
72764,30.7,57533,9948,0.172909461
90255,32.9,75837,8535,0.112544009
62522,37.3,15546,1501,0.096552168
16214,29.8,10224,726,0.07100939
92532,32.3,26205,6281,0.239687083
60901,37.2,35793,4111,0.11485486
91325,37.3,34952,4223,0.120822843
91324,38.5,29993,3047,0.101590371
24012,39.3,30549,3091,0.101181708
17011,41.1,36930,4737,0.128269699
92646,47,56479,8106,0.143522371
77433,33.2,91645,24634,0.26879808
95661,42,31656,4736,0.149608289
17815,33.2,30088,2816,0.09359213
37912,34.7,22931,2068,0.090183594
22306,35.1,35811,5951,0.16617799
48353,48.1,6826,876,0.128332845
50158,38.3,31164,4713,0.151232191
61115,41,22747,2640,0.116059261
63033,37.5,43008,4281,0.099539621
33012,46.8,74633,5147,0.068964131
63701,33.9,39093,5199,0.132990561
92311,31.5,33818,3769,0.111449524
60504,34.4,39496,8029,0.203286409
22903,28.5,41095,4060,0.098795474
84116,31.5,34700,5121,0.147579251
38614,34.8,18006,1081,0.060035544
49001,34.1,21879,2468,0.11280223
46544,38.2,32336,4300,0.132978723
56007,43.6,21304,2382,0.111809989
23518,36.9,29620,3409,0.115091155
19090,39.5,18557,2544,0.137091125
44223,47,17650,2213,0.125382436
70767,39.3,15854,1594,0.10054245
78223,33,56666,7072,0.124801468
91316,41.7,30831,4205,0.1363887
45804,35.3,15720,1308,0.083206107
23666,36,52818,4931,0.093358325
49242,38.2,14970,1831,0.122311289
15012,48,15386,1804,0.117249448
93711,44.3,38421,4252,0.110668645
75703,36.7,43243,6294,0.145549569
30038,34.9,39945,3112,0.077907122
23464,36.9,77254,10382,0.134387863
48911,34.7,41297,4562,0.110468073
23704,37.6,17783,994,0.055896081
27886,43.9,20501,1076,0.052485245
30253,36.8,54546,7905,0.144923551
93041,32.3,24472,3233,0.132110167
79416,29.4,34496,4596,0.133232839
59722,46.3,5809,512,0.088139095
40403,37.5,24512,3567,0.145520561
89032,36.5,44682,5879,0.131574236
76180,36.8,37933,3936,0.103761896
44319,44.7,22787,2340,0.10269013
30655,35.1,26805,3321,0.123894796
32536,32.9,24367,4770,0.195756556
93534,33.5,39796,4567,0.114760277
97439,61,14873,892,0.05997445
20151,39,23319,4597,0.197135383
30052,37.1,69310,11781,0.169975473
28358,36.1,39281,4392,0.111809781
38017,40.1,55673,11053,0.198534298
38002,37.8,40871,9143,0.223703849
91762,32.9,62391,8413,0.134843166
23294,32.2,18288,1931,0.105588364
83651,34.2,34924,5387,0.154249227
29483,36.8,88293,13023,0.147497537
61032,44.9,30025,2184,0.072739384
85704,46.4,33425,3615,0.10815258
39532,38.9,37676,5187,0.137673851
28504,45.8,21953,2539,0.115656175
32435,42.3,7575,790,0.104290429
20707,38.3,33155,4172,0.125833208
41101,39.8,19135,2235,0.116801672
90745,39.1,57550,6486,0.112701998
32504,33.6,22808,3333,0.146132936
2115,22.1,28964,448,0.015467477
23693,40.4,24576,4100,0.166829427
48146,36.5,37097,5046,0.136021781
95826,33.9,39571,4031,0.101867529
61554,41.1,42115,5165,0.122640389
25401,37,14951,1085,0.072570397
85379,34.7,48182,9396,0.195010585
61801,24,31653,1594,0.050358576
89117,43,55185,4996,0.090531847
97321,43,27289,3839,0.140679395
97103,44.6,17869,2423,0.135597963
94087,39.3,57286,12504,0.218273226
75098,34.3,56990,11770,0.206527461
80525,35.2,57040,8214,0.144004208
62301,40,32702,3479,0.106384931
42104,36.7,35336,5743,0.16252547
10003,32.8,54565,2448,0.044863924
90403,41.7,24162,2517,0.10417184
23238,44.9,26417,4066,0.153916039
42101,27.7,62441,6315,0.101135472
10011,41.8,50493,3171,0.062800784
55807,39.4,9451,828,0.087609777
83605,30.1,47273,9239,0.195439257
63144,34.7,8807,1209,0.137277166
48650,48.2,7071,692,0.097864517
49855,34.9,33366,3121,0.093538332
95603,48.2,29795,3674,0.12330928
75160,38.5,25803,3191,0.123667791
10001,37.3,24380,1269,0.052050861
29078,38.5,17080,3001,0.175702576
11374,42.7,43981,4819,0.109570042
55103,31.5,14215,2162,0.15209286
29118,39.8,17641,2537,0.143812709
37849,38.9,26773,4297,0.160497516
95687,38.2,69813,9259,0.132625729
29477,38.8,6921,591,0.085392284
23601,41.6,25277,3343,0.132254619
21234,40,69126,8003,0.115774094
2171,41.4,18030,1515,0.084026622
48083,41.1,22807,3542,0.155303196
65010,40.8,6096,1103,0.18093832
55092,44.2,10712,1417,0.132281553
33134,45.4,40704,4120,0.101218553
61764,41.4,13881,1299,0.093581154
48152,47.8,31356,4338,0.138346728
64730,41.3,6718,912,0.135754689
44870,41.1,39629,3578,0.090287416
14303,34.8,5642,549,0.09730592
22485,38.4,25885,4569,0.176511493
32960,47,22276,1910,0.085742503
59923,53,9330,1061,0.113719185
2771,45.5,15609,2466,0.157985777
54154,41.9,5717,706,0.123491342
11572,43.6,29561,4714,0.159466865
32506,36.9,37063,4149,0.111944527
47025,40.6,23042,3454,0.149900182
46952,46.4,18828,2164,0.114935203
94550,43.1,50923,9204,0.180743475
13201,0,0,0,
60154,46.5,16619,2068,0.124435887
39206,38.3,24500,1434,0.058530612
75232,38.3,31796,3039,0.09557806
82801,42.3,25935,3730,0.143821091
32141,50.5,19238,1771,0.092057386
78741,28.9,52682,3277,0.062203409
2740,37.5,43927,3497,0.079609352
49002,37.1,20965,3364,0.160457906
51103,33.5,17122,2344,0.136899895
29575,54.8,19134,1680,0.087801819
27295,43.2,38672,5026,0.129964832
40272,40.7,38510,4438,0.115242794
27410,42.9,56314,7191,0.127694712
61832,37.9,34796,3356,0.096447868
27874,54.8,3878,84,0.02166065
28304,35.4,37082,3960,0.106790357
77057,36,42144,5263,0.124881359
55316,40,25025,4927,0.196883117
91761,33.4,62095,8341,0.134326435
59937,43,14095,1963,0.139269244
91767,34.2,51157,5983,0.116953692
31792,38.9,23829,1922,0.080658022
91724,40.8,27008,3324,0.123074645
31326,36.7,21161,3604,0.170313312
28269,37.3,78090,11196,0.143373031
90802,36.8,39386,2241,0.05689839
40508,23.1,26047,718,0.027565555
59715,30.8,36579,4146,0.113343722
77056,40.3,22296,2154,0.096609257
45044,36.1,54358,8046,0.148018691
56345,44,14656,2001,0.136531114
32804,40.6,18219,2169,0.11905154
90291,38.9,27243,2345,0.086077157
90037,31,68377,7081,0.103558214
90008,43.7,32100,2394,0.074579439
32726,40.6,22730,2676,0.117729872
59801,29.6,33202,3010,0.090657189
28613,40.3,23607,3084,0.130639217
44077,41.4,57196,7565,0.132264494
83201,33.1,38926,6741,0.173174742
38732,34.4,17229,1417,0.082245052
90605,35.6,40630,6034,0.148510952
48239,38.1,36760,3546,0.096463547
92782,38.2,23335,4640,0.19884294
24450,41.2,17326,1454,0.08392012
31404,32.7,33173,1695,0.051095771
91505,39.9,31239,3813,0.122058965
87002,41.3,22232,2569,0.115554156
11780,46.6,16274,2779,0.170763181
77076,28.7,36401,3928,0.107909123
46808,35.3,20047,2361,0.117773233
91770,42.4,63386,7767,0.122534945
50310,36.1,32179,4002,0.124366823
98225,29,52260,3957,0.075717566
63601,36.4,15794,1847,0.116943143
28562,44.2,38734,5332,0.137656839
59718,32.3,38295,6058,0.158192976
92571,28.9,58250,10152,0.174283262
84044,31,27441,4947,0.180277687
58102,29.8,29944,3053,0.101956986
79045,32.2,19052,3425,0.179771153
92802,34.1,42474,5791,0.136342233
95112,31.1,62906,5598,0.088989921
92129,39.7,55359,10407,0.187991113
46240,42.5,20000,2042,0.1021
47274,38.1,31693,4815,0.151926293
46135,36.9,20685,2111,0.102054629
28215,34.1,63225,7882,0.124665876
79905,41,21834,1779,0.081478428
92544,36.3,50467,6946,0.137634494
26201,41.4,20136,1983,0.098480334
14009,42.7,5550,815,0.146846847
62703,34.5,30155,1539,0.051036312
46123,37.1,37015,6431,0.173740376
85120,54.3,32189,2937,0.09124235
46158,44,23404,3237,0.138309691
60523,59.3,10190,1212,0.118940137
11228,41.9,44831,6301,0.140550066
82009,44.1,34432,5407,0.157034154
76903,37.3,31588,3212,0.101684184
43040,37.2,35469,5773,0.162761848
54494,47,26866,4005,0.149073178
14613,29.2,15548,1136,0.07306406
21401,45.4,38732,3894,0.100537024
53005,45.7,20343,3873,0.190384899
52722,40.7,37884,6763,0.178518636
98087,33.5,41531,6052,0.145722472
33181,38.9,20330,2301,0.113182489
1720,44.6,23039,5093,0.221059942
33175,45.7,53929,4231,0.078455006
29607,36,41723,5638,0.135129305
33196,38,53625,7688,0.143365967
92404,29.7,63601,7616,0.119746545
90638,40,49763,6315,0.126901513
33189,38.7,25573,3295,0.128846831
73108,29.3,14742,1941,0.131664632
91733,35.1,45859,4931,0.10752524
84501,34.8,13208,2416,0.182919443
84106,35,35488,5518,0.155489179
19133,34.4,27397,1507,0.055006023
95116,32.9,56433,6980,0.123686495
86326,48.7,25569,2478,0.096914232
85750,53.8,24769,2683,0.108320885
12754,40.9,6674,667,0.099940066
98501,40.7,43341,6063,0.139890635
11566,43.6,33694,6513,0.19329851
78247,36.2,54479,7959,0.14609299
99019,38.8,12341,2234,0.181022608
68028,34.6,14923,4040,0.270723045
27215,42.2,42792,4767,0.111399327
60614,30.8,72738,8540,0.117407682
40229,35.8,39717,4772,0.120150062
33026,43.9,32238,4019,0.124666543
33618,46,27650,3234,0.116962025
48309,43.1,30544,5136,0.168150864
48234,35.1,34681,1038,0.029929933
6870,42.7,7725,2115,0.273786408
91344,43.1,54197,7959,0.146853147
68114,38.1,17908,2776,0.155014519
21811,53.5,24333,2877,0.118234496
48215,42.7,11817,581,0.049166455
47715,39.6,26481,2951,0.11143839
48197,30.6,68850,7928,0.115148874
46202,30,20727,803,0.038741738
95076,33.1,87852,13018,0.148181032
62801,42.1,21416,1893,0.088391857
2141,31.6,14680,1071,0.072956403
44221,38,29794,4155,0.139457609
60459,38.3,29022,4721,0.162669699
60515,42.6,28598,5378,0.188055109
60137,41.9,38171,8000,0.209583191
60615,35.7,41032,2736,0.066679665
76904,33.9,36572,5624,0.153778847
60411-3407,0,0,0,
25550,45,8351,1017,0.121781823
79549,36.3,16116,2269,0.14079176
49106,51.6,5027,480,0.095484384
88101,31.6,47017,6692,0.142331497
34743,37.3,45601,4344,0.095261069
76543,29.6,30598,4333,0.141610563
77340,26.8,31693,2277,0.071845518
33312,36.4,55901,5518,0.09871022
33430,32.1,23424,1568,0.066939891
90815,38.2,41762,5775,0.138283607
40065,38.8,31730,4814,0.151717617
60084,40.1,16794,2910,0.17327617
27028,44.1,26753,3254,0.121631219
20740,26.5,31690,2778,0.087661723
